"[118] Cordelli E, Maulucci G, De Spirito M, Rizzi A, Pitocco D, Soda P. A decision support system for type 1 diabetes mellitus diagnostics based on dual channel analysis of red"
blood cell membrane fluidity. Comput Methods Programs Biomed. 2018;162:263-71.
"[119] Sampath S, Tkachenko P, Renard E, Pereverzev SV. Glycemic Control Indices and Their Aggregation in the Prediction of Nocturnal Hypoglycemia From Intermittent"
Blood Glucose Measurements. J Diabetes Sci Technol. 2016;10(6):1245-50.
"[120] Georga EI, Protopappas VC, Polyzos D, Fotiadis DI. Evaluation of short-term predictors of glucose concentration in type 1 diabetes combining feature ranking with"
regression models. Med Biol Eng Comput. 2015;53(12):1305-18.
"[121] Ling SH, San PP, Nguyen HT. Non-invasive hypoglycemia monitoring system using extreme learning machine for Type 1 diabetes. ISA Transactions. 2016;64:440-6."
"[122] Ceccarelli F, Sciandrone M, Perricone C, Galvan G, Cipriano E, Galligari A, et al. Biomarkers of erosive arthritis in systemic lupus erythematosus: Application of machine"
learning models. PLoS ONE. 2018;13 (12) (e0207926).
"[123] Turner CA, Jacobs AD, Marques CK, Oates JC, Kamen DL, Anderson PE, et al. Word2Vec inversion and traditional text classifiers for phenotyping lupus. BMC medical"
informatics and decision making. 2017;17(1):126.
"[124] Ceccarelli F, Sciandrone M, Perricone C, Galvan G, Morelli F, Vicente LN, et al. Prediction of chronic damage in systemic lupus erythematosus by using machine-"
learning models. PLoS ONE. 2017;12 (3)(e0174200).
"[125] Kan H, Nagar S, Patel J, Wallace DJ, Molta C, Chang DJ. Longitudinal Treatment Patterns and Associated Outcomes in Patients with Newly Diagnosed Systemic Lupus"
Erythematosus. Clinical Therapeutics. 2016;38(3):610-24.
"[126] Wolf BJ, Spainhour JC, Arthur JM, Janech MG, Petri M, Oates JC. Development of Biomarker Models to Predict Outcomes in Lupus Nephritis. Arthritis and"
Rheumatology. 2016;68(8):1955-63.
"[127] Guy RT, Santago P, Langefeld CD. Bootstrap Aggregating of Alternating Decision Trees to Detect Sets of SNPs That Associate With Disease. Genetic Epidemiology."
2012;36(2):99-106.
24

"[128] Tang H, Poynton MR, Hurdle JF, Baird BC, Koford JK, Goldfarb-Rumyantzev AS. Predicting three-year kidney graft survival in recipients with systemic lupus"
erythematosus. ASAIO journal (American Society for Artificial Internal Organs : 1992). 2011;57(4):300-9.
"[129] Armañanzas R, Calvo B, Inza I, López-Hoyos M, Martínez-Taboada V, Ucar E, et al. Microarray Analysis of Autoimmune Diseases by Machine Learning Procedures. IEEE"
Transactions on Information Technology in Biomedicine. 2009;13(3):341-50.
"[130] Huang Z, Shi Y, Cai B, Wang L, Wu Y, Ying B, et al. MALDI-TOF MS combined with magnetic beads for detecting serum protein biomarkers and establishment of"
boosting decision tree model for diagnosis of systemic lupus erythematosus. Rheumatology. 2009;48(6):626-31.
"[131] Murray SG, Avati A, Schmajuk G, Yazdany J. Automated and flexible identification of complex disease: building a model for systemic lupus erythematosus using noisy"
labeling. J Am Med Inform Assoc. 2018;26(1):61-5.
"[132] Reddy BK, Delen D. Predicting hospital readmission for lupus patients: An RNN-LSTM-based deep-learning methodology. Comput Biol Med. 2018;101:199-209."
"[133] Tang Y, Zhang W, Zhu M, Zheng L, Xie L, Yao Z, et al. Lupus nephritis pathology prediction with clinical indices. Scientific Reports. 2018;8(1):10231."
"[134] Scully M, Anderson B, Lane T, Gasparovic C, Magnotta V, Sibbitt W, et al. An Automated Method for Segmenting White Matter Lesions through Multi-Level"
Morphometric Feature Classification with Application to Lupus. Front Hum Neurosci. 2010;4:27.
"[135] Davis NA, Lareau CA, White BC, Pandey A, Wiley G, Montgomery CG, et al. Encore: Genetic Association Interaction Network centrality pipeline and application to SLE"
exome data. Genetic Epidemiology. 2013;37(6):614-21.
"[136] Wang Y, Li Y, Pu W, Wen K, Shugart YY, Xiong M, et al. Random Bits Forest: a Strong Classifier/Regressor for Big Data. Scientific reports. 2016;6:30086."
"[137] George Y, Aldeen M, Garnavi R. Psoriasis image representation using patch-based dictionary learning for erythema severity scoring. Computerized Medical Imaging &"
Graphics. 2018;66:44-55.
"[138] Shrivastava VK, Londhe ND, Sonawane RS, Suri JS. A novel and robust Bayesian approach for segmentation of psoriasis lesions and its risk stratification. Comput"
Methods Programs Biomed. 2017;150:9-22.
"[139] Shrivastava VK, Londhe ND, Sonawane RS, Suri JS. Computer-aided diagnosis of psoriasis skin images with HOS, texture and color features: A first comparative study of"
its kind. Comput Methods Programs Biomed. 2016;126:98-109.
"[140] Shrivastava VK, Londhe ND, Sonawane RS, Suri JS. A novel approach to multiclass psoriasis disease risk stratification: Machine learning paradigm. Biomedical Signal"
Processing and Control. 2016;28:27-40.
"[141] Shrivastava VK, Londhe ND, Sonawane RS, Suri JS. Exploring the color feature power for psoriasis risk stratification and classification: A data mining paradigm."
Computers in Biology and Medicine. 2015;65:54-68.
"[142] Cowen EW, Liu CW, Steinberg SM, Kang S, Vonderheid EC, Kwak HS, et al. Differentiation of tumour-stage mycosis fungoides, psoriasis vulgaris and normal controls in"
a pilot study using serum proteomic analysis. British Journal of Dermatology. 2007;157(5):946-53.
"[143] Raina A, Hennessy R, Rains M, Allred J, Hirshburg JM, Diven DG, et al. Objective measurement of erythema in psoriasis using digital color photography with color"
calibration. Skin Res Technol. 2016;22(3):375-80.
"[144] Shrivastava VK, Londhe ND, Sonawane RS, Suri JS. Reliable and accurate psoriasis disease classification in dermatology images using comprehensive feature space in"
machine learning paradigm. Expert Systems with Applications. 2015;42(15/16):6184-95.
"[145] Shrivastava VK, Londhe ND, Sonawane RS, Suri JS. Reliability analysis of psoriasis decision support system in principal component analysis framework. Data &"
Knowledge Engineering. 2016;106:1-17.
"[146] Patrick MT, Stuart PE, Raja K, Gudjonsson JE, Tejasvi T, Yang J, et al. Genetic signature to provide robust risk assessment of psoriatic arthritis development in psoriasis"
patients. Nature Communications. 2018;9 (1) (4178).
"[147] Hujoel IA, Murphree DH, Van Dyke CT, Choung RS, Sharma A, Murray JA, et al. Machine Learning in Detection of Undiagnosed Celiac Disease. Clinical Gastroenterology"
and Hepatology. 2018;16(8):1354-5.e1.
25

"[148] Arasaradnam RP, Westenbrink E, McFarlane MJ, Harbord R, Chambers S, O'Connell N, et al. Differentiating coeliac disease from irritable bowel syndrome by urinary"
volatile organic compound analysis - A pilot study. PLoS ONE. 2014;9 (10) (e107312).
"[149] Tenorio JM, Hummel AD, Cohrs FM, Sdepanian VL, Pisa IT, De Fatima Marin H. Artificial intelligence techniques applied to the development of a decision-support"
system for diagnosing celiac disease. International Journal of Medical Informatics. 2011;80(11):793-802.
"[150] Choung RS, Rostamkolaei SK, Ju JM, Marietta EV, Van Dyke CT, Rajasekaran JJ, et al. Synthetic Neoepitopes of the Transglutaminase-Deamidated Gliadin Complex as"
Biomarkers for Diagnosing and Monitoring Celiac Disease. Gastroenterology. 2019;156(3):582-91.e1.
"[151] Chen W, Huang Y, Boyle B, Lin S. The utility of including pathology reports in improving the computational identification of patients. J Pathol Inform. 2016;7:46."
"[152] Ludvigsson JF, Pathak J, Murphy S, Durski M, Kirsch PS, Chute CG, et al. Use of computerized algorithm to identify individuals in need of testing for celiac disease. J Am"
Med Inform Assoc. 2013;20(e2):e306-10.
"[153] Amirkhani A, Mosavi MR, Mohammadi K, Papageorgiou EI. A novel hybrid method based on fuzzy cognitive maps and fuzzy clustering algorithms for grading celiac"
disease. Neural Computing & Applications. 2018;30(5):1573-88.
"[154] Ahmad W, Ahmad A, Lu C, Khoso BA, Huang L. A novel hybrid decision support system for thyroid disease forecasting. Soft Computing - A Fusion of Foundations,"
Methodologies & Applications. 2018;22(16):5377-83.
[155] Baccour L. Amended fused TOPSIS-VIKOR for classification (ATOVIC) applied to some UCI data sets. Expert Systems with Applications. 2018;99:115-25.
"[156] Morejón R, Viana M, Lucena C. An Approach to Generate Software Agents for Health Data Mining. International Journal of Software Engineering & Knowledge"
Engineering. 2017;27(9/10):1579-89.
[157] Temurtas F. A comparative study on thyroid disease diagnosis using neural networks. Expert Systems with Applications. 2009;36(1):944-9.
"[158] Polat K, Şahan S, Güneş S. A novel hybrid method based on artificial immune recognition system (AIRS) with fuzzy weighted pre-processing for thyroid disease"
diagnosis. Expert Systems with Applications. 2007;32(4):1141-7.
"[159] Keleş A, Keleş A. ESTDD: Expert system for thyroid diseases diagnosis. Expert Systems with Applications. 2008;34(1):242-6."
"[160] Weiss J, Kuusisto F, Boyd K, Liu J, Page D. Machine Learning for Treatment Assignment: Improving Individualized Risk Attribution. Amia 2015;Annual Symposium"
proceedings. AMIA Symposium. 2015:1306-15.
"[161] Singh A, Pandey B. A KLD-LSSVM based computational method applied for feature ranking and classification of primary biliary cirrhosis stages. International Journal of"
Computational Biology and Drug Design. 2017;10(1):24-38.
"[162] Eaton JE, Vesterhus M, McCauley BM, Atkinson EJ, Schlicht EM, Juran BD, et al. Primary Sclerosing Cholangitis Risk Estimate Tool (PREsTo) Predicts Outcomes in PSC: A"
Derivation & Validation Study Using Machine Learning. Hepatology. 2018.
"[163] Iwasawa K, Suda W, Tsunoda T, Oikawa-Kawamoto M, Umetsu S, Takayasu L, et al. Dysbiosis of the salivary microbiota in pediatric-onset primary sclerosing"
cholangitis and its potential as a biomarker. Scientific Reports. 2018;8(1):5480.
"[164] Tsujitani M, Sakon M. Analysis of Survival Data Having Time-Dependent Covariates. IEEE Transactions on Neural Networks. 2009;20(3):389-94."
"[165] Zhu H, Zhu C, Mi W, Chen T, Zhao H, Zuo X, et al. Integration of Genome-Wide DNA Methylation and Transcription Uncovered Aberrant Methylation-Regulated Genes"
and Pathways in the Peripheral Blood Mononuclear Cells of Systemic Sclerosis. International Journal of Rheumatology. 2018;2018 (no pagination)(7342472).
"[166] Taroni JN, Martyanov V, Mahoney JM, Whitfield ML. A Functional Genomic Meta-Analysis of Clinical Trials in Systemic Sclerosis: Toward Precision Medicine and"
Combination Therapy. Journal of Investigative Dermatology. 2017;137(5):1033-41.
"[167] Huang H, Fava A, Guhr T, Cimbro R, Rosen A, Boin F, et al. A methodology for exploring biomarker--phenotype associations: application to flow cytometry data and"
systemic sclerosis clinical manifestations. BMC bioinformatics. 2015;16:293.
"[168] Berks M, Tresadern P, Dinsdale G, Murray A, Moore T, Herrick A, et al. An automated system for detecting and measuring nailfold capillaries. Medical image"
computing and computer-assisted intervention : MICCAI 2014;International Conference on Medical Image Computing and Computer-Assisted Intervention. 17(Pt 1):658-65.
26

"[169] Huang KP, Mullangi S, Guo Y, Qureshi AA. Autoimmune, atopic, and mental health comorbid conditions associated with alopecia areata in the United States.[Erratum"
appears in JAMA Dermatol. 2014 Jun;150(6):674]. JAMA Dermatology. 2013;149(7):789-94.
"[170] Sheth VM, Guo Y, Qureshi AA. Comorbidities associated with vitiligo: A ten-year retrospective study. Dermatology. 2013;227(4):311-5."
27
